"COPidName","pd_2019_P","DataPackCode","DataPackFilename","DataPackTabName","indicator","numeratorDenom","Modality","KeyPop","KnownNewStatus","NewExistingART","Indication","TBStatus","pregBF","VMMCTechnique","Age","AggregatedAge","AggregatedAgeFlag","Sex","HIVStatus","otherDisagg","IMPATT"
"HTS_SELF|N|DSD||||||||||||||Unassisted - Self","MB10F6KgMle.mYMRmrtoxVn","hts_self_unasst_self_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted - Self",FALSE
"HTS_SELF|N|DSD||||||||||||||Unassisted - Sex Partner","MB10F6KgMle.loZmPoGpvEZ","hts_self_unasst_partner_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted - Sex Partner",FALSE
"HTS_SELF|N|DSD|||||||||10-14|<15||Female||Directly-Assisted","mQZZb7nYPSp.Nq3ChI5JgmB","hts_self_1014_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||10-14|<15||Female||Unassisted","mQZZb7nYPSp.FZAip9U20FO","hts_self_1014_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||10-14|<15||Male||Directly-Assisted","mQZZb7nYPSp.UPG88XPoXm1","hts_self_1014_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||10-14|<15||Male||Unassisted","mQZZb7nYPSp.F5ycS1AO6L9","hts_self_1014_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||15-19|15+||Female||Directly-Assisted","mQZZb7nYPSp.KvFHnxsxCYn","hts_self_1519_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||15-19|15+||Female||Unassisted","mQZZb7nYPSp.Yygmra0wjfS","hts_self_1519_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||15-19|15+||Male||Directly-Assisted","mQZZb7nYPSp.bKEwJc0xRjD","hts_self_1519_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||15-19|15+||Male||Unassisted","mQZZb7nYPSp.TmbqdGlsjgU","hts_self_1519_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||20-24|15+||Female||Directly-Assisted","mQZZb7nYPSp.UW4vGFjkLpN","hts_self_2024_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||20-24|15+||Female||Unassisted","mQZZb7nYPSp.tvFpGPvf1dE","hts_self_2024_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||20-24|15+||Male||Directly-Assisted","mQZZb7nYPSp.C25DdizGeAJ","hts_self_2024_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||20-24|15+||Male||Unassisted","mQZZb7nYPSp.r8vRZxiL3On","hts_self_2024_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||25-29|15+||Female||Directly-Assisted","mQZZb7nYPSp.e1cM3liTE75","hts_self_2529_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||25-29|15+||Female||Unassisted","mQZZb7nYPSp.dzebNOszBWB","hts_self_2529_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||25-29|15+||Male||Directly-Assisted","mQZZb7nYPSp.adx4qKyxtQw","hts_self_2529_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||25-29|15+||Male||Unassisted","mQZZb7nYPSp.NREmZ5nTjPG","hts_self_2529_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||30-34|15+||Female||Directly-Assisted","mQZZb7nYPSp.JtKhIdUeRSG","hts_self_3034_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||30-34|15+||Female||Unassisted","mQZZb7nYPSp.RSmTAFblejf","hts_self_3034_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||30-34|15+||Male||Directly-Assisted","mQZZb7nYPSp.wrQDXRltBiF","hts_self_3034_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||30-34|15+||Male||Unassisted","mQZZb7nYPSp.iOs0xO0rO9a","hts_self_3034_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||35-39|15+||Female||Directly-Assisted","mQZZb7nYPSp.ZKC0dgWyi2e","hts_self_3539_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||35-39|15+||Female||Unassisted","mQZZb7nYPSp.T0FBc732ciN","hts_self_3539_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||35-39|15+||Male||Directly-Assisted","mQZZb7nYPSp.ZAHTk6C8Bpf","hts_self_3539_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||35-39|15+||Male||Unassisted","mQZZb7nYPSp.hjOHLzQd87D","hts_self_3539_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||40-49|15+||Female||Directly-Assisted","mQZZb7nYPSp.aND0YTwZzA5","hts_self_4049_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||40-49|15+||Female||Unassisted","mQZZb7nYPSp.s4mTCYfXiCO","hts_self_4049_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||40-49|15+||Male||Directly-Assisted","mQZZb7nYPSp.QoPODSAWZJM","hts_self_4049_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||40-49|15+||Male||Unassisted","mQZZb7nYPSp.JutT06Y9k0T","hts_self_4049_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||50+|15+||Female||Directly-Assisted","mQZZb7nYPSp.vOCMa9KoFkZ","hts_self_o50_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||50+|15+||Female||Unassisted","mQZZb7nYPSp.wKVNLxXdver","hts_self_o50_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||50+|15+||Male||Directly-Assisted","mQZZb7nYPSp.OmJLpLhpjRs","hts_self_o50_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||50+|15+||Male||Unassisted","mQZZb7nYPSp.XQhaXRu6a7c","hts_self_o50_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||Unknown Age|Unknown Age||Female||Directly-Assisted","mQZZb7nYPSp.h4JpgLWU7xE","hts_self_unk_f_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||Unknown Age|Unknown Age||Female||Unassisted","mQZZb7nYPSp.j4rYDlp3s4M","hts_self_unk_f_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD|||||||||Unknown Age|Unknown Age||Male||Directly-Assisted","mQZZb7nYPSp.fHqCnudgjmL","hts_self_unk_m_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD|||||||||Unknown Age|Unknown Age||Male||Unassisted","mQZZb7nYPSp.jB0TedKV9VD","hts_self_unk_m_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD||FSW||||||||||Female||Directly-Assisted","GQuokOeMVWc.oT1KinoX60T","hts_self_fsw_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","FSW","","","","","","","","","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD||FSW||||||||||Female||Unassisted","GQuokOeMVWc.UpkVZP5xLHK","hts_self_fsw_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","FSW","","","","","","","","","","Female","","Unassisted",FALSE
"HTS_SELF|N|DSD||MSM||||||||||Male||Directly-Assisted","GQuokOeMVWc.jEDTO4WJAzl","hts_self_msm_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","MSM","","","","","","","","","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD||MSM||||||||||Male||Unassisted","GQuokOeMVWc.t4teq5No1lb","hts_self_msm_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","MSM","","","","","","","","","","Male","","Unassisted",FALSE
"HTS_SELF|N|DSD||People in prisons and other enclosed settings||||||||||||Directly-Assisted","GQuokOeMVWc.z9AHJ7VXAUI","hts_self_prison_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","People in prisons and other enclosed settings","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD||People in prisons and other enclosed settings||||||||||||Unassisted","GQuokOeMVWc.bZVkZBLtX1i","hts_self_prison_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","People in prisons and other enclosed settings","","","","","","","","","","","","Unassisted",FALSE
"HTS_SELF|N|DSD||PWID||||||||||||Directly-Assisted","GQuokOeMVWc.cVQALQbbdeJ","hts_self_pwid_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","PWID","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD||PWID||||||||||||Unassisted","GQuokOeMVWc.lm6WNi1cnU4","hts_self_pwid_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","PWID","","","","","","","","","","","","Unassisted",FALSE
"HTS_SELF|N|DSD||TG||||||||||||Directly-Assisted","GQuokOeMVWc.URR9fz0msKi","hts_self_tg_direct_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","TG","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|DSD||TG||||||||||||Unassisted","GQuokOeMVWc.tR1agKinTUi","hts_self_tg_unasst_dsd","DisaggTool","HTS_SELF","HTS_SELF","N","","TG","","","","","","","","","","","","Unassisted",FALSE
"HTS_SELF|N|TA||||||||||||||Directly-Assisted","jqJTbzfrLW2.PMExNx4vs6N","hts_self_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|TA||||||||||||||Unassisted","jqJTbzfrLW2.ovSESk3GAdz","hts_self_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted",FALSE
"HTS_SELF|N|TA||||||||||||||Unassisted - Other","L1ovAGVED93.fPFQkPZwhi8","hts_self_unasst_oth_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted - Other",FALSE
"HTS_SELF|N|TA||||||||||||||Unassisted - Self","L1ovAGVED93.mYMRmrtoxVn","hts_self_unasst_self_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted - Self",FALSE
"HTS_SELF|N|TA||||||||||||||Unassisted - Sex Partner","L1ovAGVED93.loZmPoGpvEZ","hts_self_unasst_partner_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","","","","","","Unassisted - Sex Partner",FALSE
"HTS_SELF|N|TA|||||||||10-14|<15||Female||Directly-Assisted","OGIv87ZcI1p.Nq3ChI5JgmB","hts_self_1014_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||10-14|<15||Female||Unassisted","OGIv87ZcI1p.FZAip9U20FO","hts_self_1014_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||10-14|<15||Male||Directly-Assisted","OGIv87ZcI1p.UPG88XPoXm1","hts_self_1014_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||10-14|<15||Male||Unassisted","OGIv87ZcI1p.F5ycS1AO6L9","hts_self_1014_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","10-14","<15","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||15-19|15+||Female||Directly-Assisted","OGIv87ZcI1p.KvFHnxsxCYn","hts_self_1519_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||15-19|15+||Female||Unassisted","OGIv87ZcI1p.Yygmra0wjfS","hts_self_1519_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||15-19|15+||Male||Directly-Assisted","OGIv87ZcI1p.bKEwJc0xRjD","hts_self_1519_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||15-19|15+||Male||Unassisted","OGIv87ZcI1p.TmbqdGlsjgU","hts_self_1519_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","15-19","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||20-24|15+||Female||Directly-Assisted","OGIv87ZcI1p.UW4vGFjkLpN","hts_self_2024_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||20-24|15+||Female||Unassisted","OGIv87ZcI1p.tvFpGPvf1dE","hts_self_2024_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||20-24|15+||Male||Directly-Assisted","OGIv87ZcI1p.C25DdizGeAJ","hts_self_2024_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||20-24|15+||Male||Unassisted","OGIv87ZcI1p.r8vRZxiL3On","hts_self_2024_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","20-24","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||25-29|15+||Female||Directly-Assisted","OGIv87ZcI1p.e1cM3liTE75","hts_self_2529_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||25-29|15+||Female||Unassisted","OGIv87ZcI1p.dzebNOszBWB","hts_self_2529_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||25-29|15+||Male||Directly-Assisted","OGIv87ZcI1p.adx4qKyxtQw","hts_self_2529_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||25-29|15+||Male||Unassisted","OGIv87ZcI1p.NREmZ5nTjPG","hts_self_2529_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","25-29","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||30-34|15+||Female||Directly-Assisted","OGIv87ZcI1p.JtKhIdUeRSG","hts_self_3034_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||30-34|15+||Female||Unassisted","OGIv87ZcI1p.RSmTAFblejf","hts_self_3034_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||30-34|15+||Male||Directly-Assisted","OGIv87ZcI1p.wrQDXRltBiF","hts_self_3034_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||30-34|15+||Male||Unassisted","OGIv87ZcI1p.iOs0xO0rO9a","hts_self_3034_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","30-34","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||35-39|15+||Female||Directly-Assisted","OGIv87ZcI1p.ZKC0dgWyi2e","hts_self_3539_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||35-39|15+||Female||Unassisted","OGIv87ZcI1p.T0FBc732ciN","hts_self_3539_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||35-39|15+||Male||Directly-Assisted","OGIv87ZcI1p.ZAHTk6C8Bpf","hts_self_3539_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||35-39|15+||Male||Unassisted","OGIv87ZcI1p.hjOHLzQd87D","hts_self_3539_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","35-39","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||40-49|15+||Female||Directly-Assisted","OGIv87ZcI1p.aND0YTwZzA5","hts_self_4049_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||40-49|15+||Female||Unassisted","OGIv87ZcI1p.s4mTCYfXiCO","hts_self_4049_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||40-49|15+||Male||Directly-Assisted","OGIv87ZcI1p.QoPODSAWZJM","hts_self_4049_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||40-49|15+||Male||Unassisted","OGIv87ZcI1p.JutT06Y9k0T","hts_self_4049_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","40-49","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||50+|15+||Female||Directly-Assisted","OGIv87ZcI1p.vOCMa9KoFkZ","hts_self_o50_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||50+|15+||Female||Unassisted","OGIv87ZcI1p.wKVNLxXdver","hts_self_o50_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||50+|15+||Male||Directly-Assisted","OGIv87ZcI1p.OmJLpLhpjRs","hts_self_o50_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||50+|15+||Male||Unassisted","OGIv87ZcI1p.XQhaXRu6a7c","hts_self_o50_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","50+","15+","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||Unknown Age|Unknown Age||Female||Directly-Assisted","OGIv87ZcI1p.h4JpgLWU7xE","hts_self_unk_f_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||Unknown Age|Unknown Age||Female||Unassisted","OGIv87ZcI1p.j4rYDlp3s4M","hts_self_unk_f_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA|||||||||Unknown Age|Unknown Age||Male||Directly-Assisted","OGIv87ZcI1p.fHqCnudgjmL","hts_self_unk_m_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA|||||||||Unknown Age|Unknown Age||Male||Unassisted","OGIv87ZcI1p.jB0TedKV9VD","hts_self_unk_m_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","","","","","","","","Unknown Age","Unknown Age","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA||FSW||||||||||Female||Directly-Assisted","crjFQ4FSvJk.oT1KinoX60T","hts_self_fsw_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","FSW","","","","","","","","","","Female","","Directly-Assisted",FALSE
"HTS_SELF|N|TA||FSW||||||||||Female||Unassisted","crjFQ4FSvJk.UpkVZP5xLHK","hts_self_fsw_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","FSW","","","","","","","","","","Female","","Unassisted",FALSE
"HTS_SELF|N|TA||MSM||||||||||Male||Directly-Assisted","crjFQ4FSvJk.jEDTO4WJAzl","hts_self_msm_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","MSM","","","","","","","","","","Male","","Directly-Assisted",FALSE
"HTS_SELF|N|TA||MSM||||||||||Male||Unassisted","crjFQ4FSvJk.t4teq5No1lb","hts_self_msm_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","MSM","","","","","","","","","","Male","","Unassisted",FALSE
"HTS_SELF|N|TA||People in prisons and other enclosed settings||||||||||||Directly-Assisted","crjFQ4FSvJk.z9AHJ7VXAUI","hts_self_prison_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","People in prisons and other enclosed settings","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|TA||People in prisons and other enclosed settings||||||||||||Unassisted","crjFQ4FSvJk.bZVkZBLtX1i","hts_self_prison_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","People in prisons and other enclosed settings","","","","","","","","","","","","Unassisted",FALSE
"HTS_SELF|N|TA||PWID||||||||||||Directly-Assisted","crjFQ4FSvJk.cVQALQbbdeJ","hts_self_pwid_direct_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","PWID","","","","","","","","","","","","Directly-Assisted",FALSE
"HTS_SELF|N|TA||PWID||||||||||||Unassisted","crjFQ4FSvJk.lm6WNi1cnU4","hts_self_pwid_unasst_ta","DisaggTool","HTS_SELF","HTS_SELF","N","","PWID","","","","","","","","","","","","Unassisted",FALSE
