DataPackKey,DataPackCode,DataPackFilename,DataPackTabName,indicator,numeratorDenom,Modality,KeyPop,KnownNewStatus,NewExistingART,Indication,TBStatus,pregBF,VMMCTechnique,Age,AggregatedAge,AggregatedAgeFlag,Sex,HIVStatus,otherDisagg,IMPATT
HTS_TST|N|TBClinic||||||||50+|15+||Female|Positive||FALSE,hts_tst_tbclinic_o50_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||50+|15+||Male|Negative||FALSE,hts_tst_tbclinic_o50_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||50+|15+||Male|Positive||FALSE,hts_tst_tbclinic_o50_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,TBClinic,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,TBClinic,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,TBClinic,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,TBClinic,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_vct_u1_unk_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|VCT||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_vct_u1_unk_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|VCT||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_vct_0109_unk_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|VCT||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_vct_0109_unk_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|VCT||||||||10-14|<15||Female|Negative||FALSE,hts_tst_vct_1014_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||10-14|<15||Female|Positive||FALSE,hts_tst_vct_1014_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||10-14|<15||Male|Negative||FALSE,hts_tst_vct_1014_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||10-14|<15||Male|Positive||FALSE,hts_tst_vct_1014_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||15-19|15+||Female|Negative||FALSE,hts_tst_vct_1519_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||15-19|15+||Female|Positive||FALSE,hts_tst_vct_1519_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||15-19|15+||Male|Negative||FALSE,hts_tst_vct_1519_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||15-19|15+||Male|Positive||FALSE,hts_tst_vct_1519_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||20-24|15+||Female|Negative||FALSE,hts_tst_vct_2024_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||20-24|15+||Female|Positive||FALSE,hts_tst_vct_2024_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||20-24|15+||Male|Negative||FALSE,hts_tst_vct_2024_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||20-24|15+||Male|Positive||FALSE,hts_tst_vct_2024_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||25-29|15+||Female|Negative||FALSE,hts_tst_vct_2529_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||25-29|15+||Female|Positive||FALSE,hts_tst_vct_2529_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||25-29|15+||Male|Negative||FALSE,hts_tst_vct_2529_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||25-29|15+||Male|Positive||FALSE,hts_tst_vct_2529_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||30-34|15+||Female|Negative||FALSE,hts_tst_vct_3034_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||30-34|15+||Female|Positive||FALSE,hts_tst_vct_3034_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||30-34|15+||Male|Negative||FALSE,hts_tst_vct_3034_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||30-34|15+||Male|Positive||FALSE,hts_tst_vct_3034_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||35-39|15+||Female|Negative||FALSE,hts_tst_vct_3539_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||35-39|15+||Female|Positive||FALSE,hts_tst_vct_3539_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||35-39|15+||Male|Negative||FALSE,hts_tst_vct_3539_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||35-39|15+||Male|Positive||FALSE,hts_tst_vct_3539_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||40-49|15+||Female|Negative||FALSE,hts_tst_vct_4049_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||40-49|15+||Female|Positive||FALSE,hts_tst_vct_4049_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||40-49|15+||Male|Negative||FALSE,hts_tst_vct_4049_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||40-49|15+||Male|Positive||FALSE,hts_tst_vct_4049_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||50+|15+||Female|Negative||FALSE,hts_tst_vct_o50_f_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||50+|15+||Female|Positive||FALSE,hts_tst_vct_o50_f_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||50+|15+||Male|Negative||FALSE,hts_tst_vct_o50_m_neg,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||50+|15+||Male|Positive||FALSE,hts_tst_vct_o50_m_pos,HTS_DisaggTool,VCT,HTS_TST,N,VCT,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|VCT||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,VCT,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|VCT||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,VCT,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|VCT||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,VCT,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|VCT||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,VCT,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_vctmod_u1_unk_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|VCTMod||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_vctmod_u1_unk_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|VCTMod||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_vctmod_0109_unk_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|VCTMod||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_vctmod_0109_unk_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|VCTMod||||||||10-14|<15||Female|Negative||FALSE,hts_tst_vctmod_1014_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||10-14|<15||Female|Positive||FALSE,hts_tst_vctmod_1014_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||10-14|<15||Male|Negative||FALSE,hts_tst_vctmod_1014_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||10-14|<15||Male|Positive||FALSE,hts_tst_vctmod_1014_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||15-19|15+||Female|Negative||FALSE,hts_tst_vctmod_1519_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||15-19|15+||Female|Positive||FALSE,hts_tst_vctmod_1519_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||15-19|15+||Male|Negative||FALSE,hts_tst_vctmod_1519_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||15-19|15+||Male|Positive||FALSE,hts_tst_vctmod_1519_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||20-24|15+||Female|Negative||FALSE,hts_tst_vctmod_2024_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||20-24|15+||Female|Positive||FALSE,hts_tst_vctmod_2024_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||20-24|15+||Male|Negative||FALSE,hts_tst_vctmod_2024_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||20-24|15+||Male|Positive||FALSE,hts_tst_vctmod_2024_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||25-29|15+||Female|Negative||FALSE,hts_tst_vctmod_2529_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||25-29|15+||Female|Positive||FALSE,hts_tst_vctmod_2529_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||25-29|15+||Male|Negative||FALSE,hts_tst_vctmod_2529_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||25-29|15+||Male|Positive||FALSE,hts_tst_vctmod_2529_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||30-34|15+||Female|Negative||FALSE,hts_tst_vctmod_3034_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||30-34|15+||Female|Positive||FALSE,hts_tst_vctmod_3034_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||30-34|15+||Male|Negative||FALSE,hts_tst_vctmod_3034_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||30-34|15+||Male|Positive||FALSE,hts_tst_vctmod_3034_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||35-39|15+||Female|Negative||FALSE,hts_tst_vctmod_3539_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||35-39|15+||Female|Positive||FALSE,hts_tst_vctmod_3539_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||35-39|15+||Male|Negative||FALSE,hts_tst_vctmod_3539_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||35-39|15+||Male|Positive||FALSE,hts_tst_vctmod_3539_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||40-49|15+||Female|Negative||FALSE,hts_tst_vctmod_4049_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||40-49|15+||Female|Positive||FALSE,hts_tst_vctmod_4049_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||40-49|15+||Male|Negative||FALSE,hts_tst_vctmod_4049_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||40-49|15+||Male|Positive||FALSE,hts_tst_vctmod_4049_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||50+|15+||Female|Negative||FALSE,hts_tst_vctmod_o50_f_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||50+|15+||Female|Positive||FALSE,hts_tst_vctmod_o50_f_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||50+|15+||Male|Negative||FALSE,hts_tst_vctmod_o50_m_neg,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||50+|15+||Male|Positive||FALSE,hts_tst_vctmod_o50_m_pos,HTS_DisaggTool,VCTMod,HTS_TST,N,VCTMod,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|VCTMod||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,VCTMod,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|VCTMod||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,VCTMod,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|VCTMod||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,VCTMod,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|VCTMod||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,VCTMod,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||<1|<15||Male|Negative||FALSE,hts_tst_vmmc_u1_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,<1,<15,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||<1|<15||Male|Positive||FALSE,hts_tst_vmmc_u1_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,<1,<15,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||1-9|<15||Male|Negative||FALSE,hts_tst_vmmc_0109_unk_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,1-9,<15,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||1-9|<15||Male|Positive||FALSE,hts_tst_vmmc_0109_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,1-9,<15,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||10-14|<15||Male|Negative||FALSE,hts_tst_vmmc_1014_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||10-14|<15||Male|Positive||FALSE,hts_tst_vmmc_1014_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||15-19|15+||Male|Negative||FALSE,hts_tst_vmmc_1519_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||15-19|15+||Male|Positive||FALSE,hts_tst_vmmc_1519_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||20-24|15+||Male|Negative||FALSE,hts_tst_vmmc_2024_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||20-24|15+||Male|Positive||FALSE,hts_tst_vmmc_2024_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||25-29|15+||Male|Negative||FALSE,hts_tst_vmmc_2529_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||25-29|15+||Male|Positive||FALSE,hts_tst_vmmc_2529_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||30-34|15+||Male|Negative||FALSE,hts_tst_vmmc_3034_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||30-34|15+||Male|Positive||FALSE,hts_tst_vmmc_3034_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||35-39|15+||Male|Negative||FALSE,hts_tst_vmmc_3539_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||35-39|15+||Male|Positive||FALSE,hts_tst_vmmc_3539_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||40-49|15+||Male|Negative||FALSE,hts_tst_vmmc_4049_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||40-49|15+||Male|Positive||FALSE,hts_tst_vmmc_4049_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||50+|15+||Male|Negative||FALSE,hts_tst_vmmc_o50_m_neg,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||50+|15+||Male|Positive||FALSE,hts_tst_vmmc_o50_m_pos,HTS_DisaggTool,VMMC,HTS_TST,N,VMMC,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|VMMC||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,VMMC,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|VMMC||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,VMMC,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
PLHIV||||||||||||||Positive||TRUE,plhiv_fy19,DisaggTool,IMPATT Table,PLHIV,,,,,,,,,,,,,,Positive,,TRUE
KP_MAT|N||||||||||||Female|||FALSE,kp_mat_f,DisaggTool,Already Alloc Targets,KP_MAT,N,,,,,,,,,,,,Female,,,FALSE
KP_MAT|N||||||||||||Male|||FALSE,kp_mat_m,DisaggTool,Already Alloc Targets,KP_MAT,N,,,,,,,,,,,,Male,,,FALSE
KP_PREV|N||FSW||||||||||Female|||FALSE,kp_prev_fsw,DisaggTool,Already Alloc Targets,KP_PREV,N,,FSW,,,,,,,,,,Female,,,FALSE
KP_PREV|N||MSM not SW||||||||||Male|||FALSE,kp_prev_msm_notsw,DisaggTool,Already Alloc Targets,KP_PREV,N,,MSM not SW,,,,,,,,,,Male,,,FALSE
KP_PREV|N||MSM SW||||||||||Male|||FALSE,kp_prev_msm_sw,DisaggTool,Already Alloc Targets,KP_PREV,N,,MSM SW,,,,,,,,,,Male,,,FALSE
KP_PREV|N||People in prisons and other enclosed settings|||||||||||||FALSE,kp_prev_prison,DisaggTool,Already Alloc Targets,KP_PREV,N,,People in prisons and other enclosed settings,,,,,,,,,,,,,FALSE
KP_PREV|N||PWID||||||||||Female|||FALSE,kp_prev_f_pwid,DisaggTool,Already Alloc Targets,KP_PREV,N,,PWID,,,,,,,,,,Female,,,FALSE
KP_PREV|N||PWID||||||||||Male|||FALSE,kp_prev_m_pwid,DisaggTool,Already Alloc Targets,KP_PREV,N,,PWID,,,,,,,,,,Male,,,FALSE
KP_PREV|N||TG not SW|||||||||||||FALSE,kp_prev_tg_notsw,DisaggTool,Already Alloc Targets,KP_PREV,N,,TG not SW,,,,,,,,,,,,,FALSE
KP_PREV|N||TG SW|||||||||||||FALSE,kp_prev_tg_sw,DisaggTool,Already Alloc Targets,KP_PREV,N,,TG SW,,,,,,,,,,,,,FALSE
OVC_HIVSTAT|N|||||||||||||||FALSE,ovc_hivstat,DisaggTool,Already Alloc Targets,OVC_HIVSTAT,N,,,,,,,,,,,,,,,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex|||FALSE,ovc_serv_u1_unk,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex||Economic Strengthening|FALSE,ovc_serv_u1_unk_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex||Education Support|FALSE,ovc_serv_u1_unk_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,Education Support,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex||Other Service Areas|FALSE,ovc_serv_u1_unk_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,Other Service Areas,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex||Parenting/Caregiver Programs|FALSE,ovc_serv_u1_unk_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||<1|<15||Unknown Sex||Social Protection|FALSE,ovc_serv_u1_unk_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,<1,<15,,Unknown Sex,,Social Protection,FALSE
